article_id,judul,link,source,waktu,konten_score,struktur_score,bahasa_score,etika_score,seo_score,teknis_score,overall_score,verdict,konten_note,etika_note,nada_note,highlights_json,word_count,readability
50,Rencana Relokasi Warga Sekitar Radiasi CS-137,https://www.tempo.co/foto/arsip/rencana-relokasi-warga-sekitar-radiasi-cs-137-2077908,tempo,9 Oktober 2025 | 15.00 WIB,50,60,80,50,80,100,65,Perlu revisi,,,,[],133,0
51,"Timses Ridwan Kamil-Suswono Ancam Laporkan ke DKPP, KPU Jakarta: Kami Siap",https://megapolitan.kompas.com/read/2024/12/04/18563641/timses-ridwan-kamil-suswono-ancam-laporkan-ke-dkpp-kpu-jakarta-kami-siap,kompas,4 Desember 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],370,0
52,Hasil Liga 1: Duel Arema FC vs PSM Makassar Berakhir dengan Skor Imbang 1-1,https://www.tempo.co/sepakbola/hasil-liga-1-duel-arema-fc-vs-psm-makassar-berakhir-dengan-skor-imbang-1-1-1205210,tempo,10 Februari 2025 | 17.48 WIB,50,60,80,50,80,95,64,Perlu revisi,,,,[],400,3
53,Capim Alamsyah Saragih Sebut KPK Harusnya Fokus ke Kasus Besar dan Strategis,https://news.detik.com/berita/d-7646983/capim-alamsyah-saragih-sebut-kpk-harusnya-fokus-ke-kasus-besar-dan-strategis,detik,"Selasa, 19 Nov 2024 22:59 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],372,0
54,Penjelasan Shell soal Rencana Lepas Bisnis SPBU di RI Mulai 2026,https://www.tempo.co/ekonomi/penjelasan-shell-soal-rencana-lepas-bisnis-spbu-di-ri-mulai-2026-2074209,tempo,28 September 2025 | 21.15 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],463,0
55,"Warteg di Penjaringan Jakut Terbakar, 15 Unit Mobil Damkar Dikerahkan",https://news.detik.com/berita/d-7480576/warteg-di-penjaringan-jakut-terbakar-15-unit-mobil-damkar-dikerahkan,detik,"Kamis, 08 Agu 2024 22:05 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],121,0
56,"Satpam Otak Curanmor Jual Motor Curian ke Sumatera, Sekali Kirim 10 Unit",https://news.detik.com/berita/d-7530002/satpam-otak-curanmor-jual-motor-curian-ke-sumatera-sekali-kirim-10-unit,detik,"Sabtu, 07 Sep 2024 21:33 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],322,0
57,Jokowi dan Zulhas Jadi Saksi Pernikahan Wali Kota Tegal,https://www.tempo.co/politik/jokowi-dan-zulhas-jadi-saksi-pernikahan-wali-kota-tegal-2078318,tempo,10 Oktober 2025 | 16.48 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],327,3
58,Polri Cek Laporan Jusuf Kalla terhadap Agung Laksono soal Kisruh Ketum PMI,https://nasional.kompas.com/read/2024/12/09/17054061/polri-cek-laporan-jusuf-kalla-terhadap-agung-laksono-soal-kisruh-ketum-pmi,kompas,9 Desember 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],240,4
59,"Usai Dilantik, Dofiri dan Djamari Langsung Menghadap Prabowo",https://nasional.kompas.com/read/2025/09/17/18383301/usai-dilantik-dofiri-dan-djamari-langsung-menghadap-prabowo,kompas,17 September 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],275,0
60,"Menko AHY Ungkap 3 Proyek Infrastruktur yang Dilanjutkan, Termasuk IKN",https://nasional.kompas.com/read/2024/11/07/20384261/menko-ahy-ungkap-3-proyek-infrastruktur-yang-dilanjutkan-termasuk-ikn,kompas,7 November 2024,88,75,80,96,80,100,86,Layak terbit,"Artikel bersumber dari Kompas.com dengan informasi langsung dari pernyataan resmi Menko AHY dalam Rakornas. Topik pembangunan infrastruktur nasional sangat relevan danewsworthy. Konten faktual mencakup tiga proyek utama: kelanjutan IKN Nusantara, Giant Sea Wall/NCICD, dan program kesejahteraan. Penyampaian informatif dengan kutipan langsung dari narasumber. Tidak ada manipulasi atau klaim tidak terverifikasi.","Pemberitaan sangat etis. Tidak ada unsur sensasionalisme, fitnah, atau ujaran kebencian. Tidak ada pelanggaran privasi. Bahasa jurnalistik netral dan objektif. Pernyataan bersifat institusional dari pejabat pemerintah terkait program pembangunan. Framing positif konstruktif terhadap kebijakan infrastruktur pemerintah.","Netral-informatif. Nada resmi dan institusional, sesuai konteks pernyataan Menko dalam forum Rakornas.","[{""type"":""good"",""text"":""Sumber terpercaya - Kompas.com (media mainstream terverifikasi)"",""note"":""Media nasional bereputasi baik sebagai sumber berita""},{""type"":""good"",""text"":""Kutipan langsung dari narasumber berwenang"",""note"":""Pernyataan Menko AHY sebagai autoritas kompeten memberikan bobot berita""},{""type"":""good"",""text"":""Konten faktual dan balanced"",""note"":""Menyajikan informasi aktual tanpa opini berlebihan""},{""type"":""good"",""text"":""Tidak ada pelanggaran etika atau privasi"",""note"":""Pemberitaan bersih dari unsur negatif""}]",333,0
61,"Menko Zulhas, Menkop hingga Raffi Ahmad Hadiri Munas Rekonsiliasi Dekopin",https://news.detik.com/berita/d-7706542/menko-zulhas-menkop-hingga-raffi-ahmad-hadiri-munas-rekonsiliasi-dekopin,detik,"Jumat, 27 Des 2024 20:56 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],356,0
62,Presiden Kolombia Samakan Penderitaan Warga Gaza dengan Yesus,https://www.tempo.co/internasional/presiden-kolombia-samakan-penderitaan-warga-gaza-dengan-yesus-1233181,tempo,20 April 2025 | 07.00 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],386,0
63,"Partisipasi Pemilih di Pilkada Jakarta dan Sumut Rendah, Hanya 57 dan 55 Persen",https://nasional.kompas.com/read/2024/11/29/16432371/partisipasi-pemilih-di-pilkada-jakarta-dan-sumut-rendah-hanya-57-dan-55,kompas,29 November 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],289,0
64,"Anggota KKB Egianus Kogoya Ditangkap, Pernah Tembak Pesawat dan Bantai Warga",https://nasional.kompas.com/read/2025/08/07/20302041/anggota-kkb-egianus-kogoya-ditangkap-pernah-tembak-pesawat-dan-bantai-warga,kompas,7 Agustus 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],421,0
65,Respons PDIP Setelah Hendrar Prihadi Dicopot dari Kepala LKPP,https://www.tempo.co/politik/respons-pdip-setelah-hendrar-prihadi-dicopot-dari-kepala-lkpp-2071020,tempo,18 September 2025 | 14.55 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],276,0
66,"Bella Shofie Mundur dari Jabatan Anggota DPRD Buru, Maluku",https://www.tempo.co/hiburan/bella-shofie-mundur-dari-jabatan-anggota-dprd-buru-maluku-2065117,tempo,31 Agustus 2025 | 17.06 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],401,0
67,"Ingin Menantunya Tetap Diproses Hukum, Ayah Korban KDRT di Cilincing: Dia Tidak Akan Berubah",https://megapolitan.kompas.com/read/2024/08/23/20101721/ingin-menantunya-tetap-diproses-hukum-ayah-korban-kdrt-di-cilincing-dia,kompas,23 Agustus 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],264,12
68,Nusron Wahid Pastikan:Pencabutan SHGB Berjalan Sesuai Aturan,https://news.detik.com/berita/d-7791070/nusron-wahid-pastikan-pencabutan-shgb-berjalan-sesuai-aturan,detik,"Sabtu, 22 Feb 2025 21:01 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],310,12
69,PLN Buka Lowongan Kerja untuk Lulusan D3 hingga S2,https://www.tempo.co/ekonomi/pln-buka-lowongan-kerja-untuk-lulusan-d3-hingga-s2-2074678,tempo,30 September 2025 | 11.10 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],261,0
70,RW di Bekasi Akan Gunakan Dana Hibah Rp 100 Juta untuk Beli Laptop dan Pagar Anti Maling,https://megapolitan.kompas.com/read/2025/10/07/22563781/rw-di-bekasi-akan-gunakan-dana-hibah-rp-100-juta-untuk-beli-laptop-dan,kompas,7 Oktober 2025,72,75,80,95,80,100,81,Layak terbit,"Liputan lapangan yang solid dengan dua narasumber teridentifikasi (nama lengkap, jabatan, lokasi). Wartawan menyertakan konteks (program pemerintah kota), waktu, dan tempat. Namun belum ada konfirmasi resmi dari pemerintah kota, hanya bergantung pada perspektif warga. Tidak ada data tambahan seperti jumlah RW penerima atau mekanisme akuntabilitas dana.","Tidak ada masalah etika. Narasumber berbicara untuk kepentingan komunitasnya sendiri. Tidak ada tuduhan, fitnah, atau invasif terhadap privasi siapa pun. Nada netral dan proporsional.","Naratif-informatif, lugas, dan proporsional. Wartawan menyajikan rencana penggunaan dana hibah dari perspektif dua RW berbeda tanpa manipulasi emosional.","[{""type"":""good"",""text"":""Narasumber terverifikasi dengan nama lengkap, jabatan (Ketua RW), dan lokasi spesifik."",""note"":""Praktik jurnalisme dasar yang baik.""},{""type"":""good"",""text"":""Kutipan langsung yang relevan dan representatif terhadap rencana penggunaan dana."",""note"":""Membantu pembaca memahami kebutuhan riil warga.""},{""type"":""warn"",""text"":""Tidak ada konfirmasi atau klarifikasi dari Pemerintah Kota Bekasi."",""note"":""Sebagai pihak yang menggelontorkan kebijakan, perspektif resmi penting untuk equilibrio.""},{""type"":""warn"",""text"":""Hanya dua RW yang diwawancarai dari total RW yang tersebar di Kota Bekasi."",""note"":""Belum representatif menggambarkan respons menyeluruh terhadap program.""}]",325,0
71,Ukraina Tuding Rusia akan Kerahkan 10.000 Tentara Korut dalam Perang,https://news.detik.com/internasional/d-7593492/ukraina-tuding-rusia-akan-kerahkan-10-000-tentara-korut-dalam-perang,detik,"Kamis, 17 Okt 2024 22:44 WIB",78,60,80,72,80,100,76,Layak terbit,"Artikel memberitakan tuduhan Zelensky tentang 10.000 tentara Korut di Ukraina dengan sumberAFP dan liputan multilokasi (Brussels, Washington, Paris, Berlin, Roma, London). Info terkini Putin-Kim Juni 2024, konteks invasi 2022. Namun tidak ada konfirmasi dari intelijen Ukraina secara independen; tidak ada pihak Rusia/Pyongyang yang dikutif membantah langsung di paragraf terpisah. Angka '10.000' hanya bersumber dari satu orang (Zelensky). Kurang kedalaman analisis dampak geopolitik.","Peringatan Zelensky 'Langkah pertama menuju perang dunia' bersifat hiperbolik & berpotensi sensasional. Label 'musuh' terhadap Rusia dan frasa 'dituduh' digunakan konsisten, menunjukkan netralitas sudah baik. Tidak ada upaya doxxing atau pelanggaran privasi individu. Namun narasi sangat satu arah (hanya perspektif Ukraina) tanpa kontrapoin langsung dari Moskow/Pyongyang yang terstruktur.",Netral-tegangan dengan kecenderungan pro-Ukraina; nada serius dan peringatan.,"[{""type"":""good"",""text"":""Sumber utama AFP, kantor berita terpercaya"",""note"":""Penggunaan sumber internasional terverifikasi""},{""type"":""good"",""text"":""Kontekstualisasi hubungan Rusia-Korut sejak Perang Dunia II hingga Juni 2024"",""note"":""Memberikan latar belakang historis yang membantu pembaca""},{""type"":""good"",""text"":""Rincian jadwal Zelensky tour ke 5 ibu kota Barat"",""note"":""Memberikan dimensi diplomasi yang komprehensif""},{""type"":""warn"",""text"":""Angka '10.000 tentara' hanya bersumber dari pernyataan Zelensky tanpa konfirmasi independen"",""note"":""Perlu klarifikasi apakah angka ini sudah terverifikasi atau estimasi""},{""type"":""warn"",""text"":""Moskow dan Pyongyang tidak dikutif membantah langsung, hanya disebutkan 'dibantah'"",""note"":""Prinsip keadilan memerlukan kontrapoin yang setara""},{""type"":""bad"",""text"":""Peringatan 'langkah pertama menuju perang dunia' bersifat spekulatif dan hiperbolik"",""note"":""Pernyataan pejabat yang bisa memicu ketegangan geopolitik tambahan""}]",297,0
72,Pemerintah Gandeng Akademisi Jalani Pemantauan Aktif Vaksinasi DBD pada Anak,https://www.tempo.co/gaya-hidup/pemerintah-gandeng-akademisi-jalani-pemantauan-aktif-vaksinasi-dbd-pada-anak-2076301,tempo,4 Oktober 2025 | 20.30 WIB,50,75,80,50,100,95,69,Perlu revisi,,,,[],851,0
73,Lagu Band Sukatani dan Tagline No Justice No Peace Disuarakan Aksi Indonesia Gelap BEM Nusantara Jawa Barat,https://www.tempo.co/politik/lagu-band-sukatani-dan-tagline-no-justice-no-peace-disuarakan-aksi-indonesia-gelap-bem-nusantara-jawa-barat--1211208,tempo,24 Februari 2025 | 08.16 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],388,0
74,KKP Akui Sulit Panggil 2 Perusahaan Pemilik SHGB di Laut Tangerang: Alamat Kantornya Berubah-Ubah,https://www.tempo.co/ekonomi/kkp-akui-sulit-panggil-2-perusahaan-pemilik-shgb-di-laut-tangerang-alamat-kantornya-berubah-ubah-1201303,tempo,1 Februari 2025 | 10.32 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],480,0
75,"Sewa Stadion JIS Disebut Mahal, Dharma Pongrekun: Kalau Anggaran Ada, Kami Gratiskan",https://megapolitan.kompas.com/read/2024/08/29/22172261/sewa-stadion-jis-disebut-mahal-dharma-pongrekun-kalau-anggaran-ada-kami,kompas,29 Agustus 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],250,0
76,"Jelang Idul Adha: Dua Hewan Kurban Selain Kambing, Sapi, Domba",https://www.tempo.co/ramadan/jelang-idul-adha-dua-hewan-kurban-selain-kambing-sapi-domba-1513983,tempo,22 Mei 2025 | 19.11 WIB,78,75,80,97,80,95,82,Layak terbit,"Artikel informatif dan edukatif tentang syarat hewan kurban. Sumber merujuk pada Badan Amil Zakat Nasional dan Antara, serta hadits dari Al-Bara' bin 'Azib RA (Tirmidzi, Ibnu Hibban). Struktur jelas dengan poin-poin terstruktur. Namun bersifat konten evergreen/keagamaan umum, bukan berita terkini dengan news value tinggi.","Tidak ada masalah etika. Artikel tenang, non-sensasional, murni konten edukatif keagamaan. Tidak mengandung ujaran kebencian, fitnah, bias, atau pelanggaran privasi. Pencantuman 'klik di sini' berulang menunjukkan model monetisasi iklan platform, bukan konten yang bermasalah.","Netral-informatif. Bahasa formal media mainstream Indonesia, cocok untuk pembaca luas.","[{""type"":""good"",""text"":""Sumber kredibel: Badan Amil Zakat Nasional dan Antara"",""note"":""Institusi resmi pemerintah dan berita Wire Service""},{""type"":""good"",""text"":""Referensi hadits sahih: Al-Bara' bin 'Azib RA (Tirmidzi, Ibnu Hibban)"",""note"":""Menunjukkan dasar dalil yang jelas""},{""type"":""good"",""text"":""Struktur循ruler: numbered list dengan penjelasan jelas"",""note"":""Mudah dibaca dan dipahami""},{""type"":""warn"",""text"":""Model monetisasi 'klik di sini' berulang"",""note"":""Iklan sisipan tidak mengganggu isi artikel tapi mengurangi kenyamanan baca""},{""type"":""warn"",""text"":""Konten evergreen - bukan breaking news"",""note"":""Low newsworthiness karena informasi bersifat umum dan berulang setiap tahun""}]",375,0
77,"Polisi Bongkar 5,1 Kg Sabu Dikendalikan Napi di Lapas Nunukan",https://news.detik.com/berita/d-7835674/polisi-bongkar-5-1-kg-sabu-dikendalikan-napi-di-lapas-nunukan,detik,"Jumat, 21 Mar 2025 22:45 WIB",50,60,80,50,80,100,65,Perlu revisi,,,,[],236,0
78,Respons KPK Atas Kritik Megawati Hanya Tangani Kasus Korupsi Kecil,https://nasional.kompas.com/read/2025/01/10/23062141/respons-kpk-atas-kritik-megawati-hanya-tangani-kasus-korupsi-kecil,kompas,10 Januari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],343,0
79,"HUT TNI, Brimob Polda Metro Kunjungi Mako Korps Marinir di Kwitang",https://news.detik.com/berita/d-8146546/hut-tni-brimob-polda-metro-kunjungi-mako-korps-marinir-di-kwitang,detik,"Minggu, 05 Okt 2025 20:16 WIB",50,60,80,50,80,100,65,Perlu revisi,,,,[],225,0
80,"Ramai Sarjana Daftar Petugas PPSU di Jakarta, Berapa Gajinya?",https://www.tempo.co/ekonomi/ramai-sarjana-daftar-petugas-ppsu-di-jakarta-berapa-gajinya--1965682,tempo,11 Juli 2025 | 17.50 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],424,0
81,Prabowo Akan Terbitkan Keppres Terkait Abolisi dan Amnesti,https://news.detik.com/berita/d-8039378/prabowo-akan-terbitkan-keppres-terkait-abolisi-dan-amnesti,detik,"Kamis, 31 Jul 2025 22:13 WIB",78,75,80,88,80,100,82,Layak terbit,Artikel的事实性报道，来源清晰（司法部长、苏普拉特曼、达斯科·艾哈迈德），包含具体日期、机构名称和引用。但仅从政府/执政联盟角度报道，缺乏反对党、司法机构或法学专家的声音以达致平衡。新闻价值高，涉及重大刑事案件的法律救济决定。,报道客观，未涉及诽谤或隐私侵犯。被提及者均为公众人物，新闻来源于官方正式程序。但值得注意：文章对阿姆尼斯蒂和特赦的法律概念有基本阐述，但未提及这可能引发的公众争议或潜在道德风险讨论。, Nada artikel netral dan informatif. Pelaporan straight news dengan sumber teridentifikasi jelas. Kurangnya perspektif kritis atau penyeimbang menjadi kelemahan utama. Tidak ada indikasi bias politik eksplisit dalam pilihan kata atau framing.,"[{""type"":""good"",""text"":""Sumber teridentifikasi jelas (Menkumham Supratman, Waka DPR Sufmi Dasco Ahmad)"",""note"":""Praktik jurnalisme baik dengan attribution yang jelas""},{""type"":""good"",""text"":""Kutipan langsung dari narasumber"",""note"":""原话引用增加可信度和透明ansi""},{""type"":""warn"",""text"":""Hanya perspektif pemerintah dan fraksi-fraksi yang setuju"",""note"":""Tidak ada komentar dari反对党 atau критик tentang keputusan ini""},{""type"":""warn"",""text"":""Tidak ada konteks yuridis atau pendapat ahli hukum"",""note"":""Abolisi dan amnesti adalah konsep hukum yang kompleks,perspektif hukum akan menambah kedalaman artikel""},{""type"":""bad"",""text"":""Tidak disebutkan status kasus hukum Tom Lembong secara spesifik"",""note"":""Pembaca tidak mendapat konteks tentang 为什么需要abolisi""}]",252,0
82,"Terjadi dari Mei-September 2024, Apa Itu Deflasi dan Penyebabnya?",https://www.tempo.co/ekonomi/terjadi-dari-mei-september-2024-apa-itu-deflasi-dan-penyebabnya--2549,tempo,5 Oktober 2024 | 10.32 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],362,0
83,"Tak Lagi Jadi Menteri, Muhadjir Bakal Kembali Mengajar di Kampus",https://nasional.kompas.com/read/2024/10/17/22392791/tak-lagi-jadi-menteri-muhadjir-bakal-kembali-mengajar-di-kampus,kompas,17 Oktober 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],345,0
84,"Countdown HUT ke-500 Jakarta Dikritik, Rano Karno: Engga Ada Anggaran Dibuang",https://megapolitan.kompas.com/read/2025/05/31/22184951/countdown-hut-ke-500-jakarta-dikritik-rano-karno-engga-ada-anggaran,kompas,31 Mei 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],251,12
85,Harta Kekayaan Prabowo dan Gibran Dirilis KPK,https://news.detik.com/berita/d-8026108/harta-kekayaan-prabowo-dan-gibran-dirilis-kpk,detik,"Rabu, 23 Jul 2025 22:39 WIB",50,60,80,50,100,95,66,Perlu revisi,,,,[],515,31
86,Warga Sebut Mobil Nyangkut di Separator Margonda Usai Tabrak 5 Kendaraan,https://news.detik.com/berita/d-7486696/warga-sebut-mobil-nyangkut-di-separator-margonda-usai-tabrak-5-kendaraan,detik,"Senin, 12 Agu 2024 22:04 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],396,4
87,"Selain Jokowi dan Anies, NasDem Juga Undang Prabowo ke Kongres III Besok",https://news.detik.com/berita/d-7507122/selain-jokowi-dan-anies-nasdem-juga-undang-prabowo-ke-kongres-iii-besok,detik,"Sabtu, 24 Agu 2024 23:39 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],271,0
88,Ridwan Kamil Tak Bisa Hadiri Penetapan Pramono-Rano sebagai Gubernur-Wakil Gubernur Jakarta,https://megapolitan.kompas.com/read/2025/01/08/16284141/ridwan-kamil-tak-bisa-hadiri-penetapan-pramono-rano-sebagai-gubernur,kompas,8 Januari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],246,0
89,Cerpen Gardenia dan Suaranya,https://www.tempo.co/teroka/cerpen-horor-musik-jazz-di-kedai-kopi-2071563,tempo,20 September 2025 | 09.00 WIB,50,60,80,50,80,100,65,Perlu revisi,,,,[],56,2
90,"Beli Rumah Rp 1,4 Miliar di Depok, Pembeli Kecewa Hanya Dapat Bangunan Setengah Jadi",https://megapolitan.kompas.com/read/2025/09/11/22012221/beli-rumah-rp-14-miliar-di-depok-pembeli-kecewa-hanya-dapat-bangunan,kompas,11 September 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],322,0
91,Prabowo Minta Pembangunan di 4 Provinsi Papua Diprioritaskan,https://nasional.kompas.com/read/2025/02/18/20190461/prabowo-minta-pembangunan-di-4-provinsi-papua-diprioritaskan,kompas,18 Februari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],281,0
92,Ridwan Kamil Siapkan 70 Program di Jakarta: Intinya Lanjutkan Anies-Heru,https://news.detik.com/pilkada/d-7496579/ridwan-kamil-siapkan-70-program-di-jakarta-intinya-lanjutkan-anies-heru,detik,"Minggu, 18 Agu 2024 21:21 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],376,0
93,Purbaya akan Realokasi Anggaran Jika Tak Terserap Optimal,https://www.tempo.co/video/arsip/purbaya-akan-realokasi-anggaran-jika-tak-terserap-optimal-2079720,tempo,15 Oktober 2025 | 11.00 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],306,5
94,Ketua Banggar DPR Dorong Evaluasi Menteri dengan Ukuran Objektif,https://news.detik.com/berita/d-8168537/ketua-banggar-dpr-dorong-evaluasi-menteri-dengan-ukuran-objektif,detik,"Minggu, 19 Okt 2025 21:56 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],393,0
95,Dasco Sebut Pembekalan Calon Menteri Prabowo Digelar di Hambalang Lusa,https://news.detik.com/berita/d-7588086/dasco-sebut-pembekalan-calon-menteri-prabowo-digelar-di-hambalang-lusa,detik,"Senin, 14 Okt 2024 22:36 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],120,0
96,Biaya Harian Wisatawan Venesia Tahun 2026 Berlaku 60 Hari,https://www.tempo.co/hiburan/biaya-harian-wisatawan-venesia-tahun-2026-berlaku-60-hari-2071758,tempo,21 September 2025 | 06.57 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],397,0
97,"Beredar Foto Napi Rutan Salemba Main Ponsel, Kepala Rutan Janji Tindak Tegas",https://megapolitan.kompas.com/read/2025/03/25/22422741/beredar-foto-napi-rutan-salemba-main-ponsel-kepala-rutan-janji-tindak,kompas,25 Maret 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],256,0
98,"13 Jembatan Kalimalang Dibongkar, Warga Cemas Putar Balik Hilang dan Macet Makin Parah",https://megapolitan.kompas.com/read/2025/08/25/21144001/13-jembatan-kalimalang-dibongkar-warga-cemas-putar-balik-hilang-dan-macet,kompas,25 Agustus 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],234,0
99,Dari Bandung ke Ancol Demi Habiskan Waktu Libur Panjang,https://megapolitan.kompas.com/read/2025/01/26/18520831/dari-bandung-ke-ancol-demi-habiskan-waktu-libur-panjang,kompas,26 Januari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],219,15
100,"Ada 97 WNI yang Dievakuasi dari Iran, Baru 11 Tiba di Jakarta",https://megapolitan.kompas.com/read/2025/06/24/21442051/ada-97-wni-yang-dievakuasi-dari-iran-baru-11-tiba-di-jakarta,kompas,24 Juni 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],276,0
101,Dasco Sebut Tim Supervisi DPR Mulai Kaji Hasil Penulisan Ulang Sejarah oleh Pemerintah,https://nasional.kompas.com/read/2025/07/25/17371871/dasco-sebut-tim-supervisi-dpr-mulai-kaji-hasil-penulisan-ulang-sejarah-oleh,kompas,25 Juli 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],347,0
102,Jaksa Agung ST Burhanuddin Bantah Isu Mundur,https://nasional.kompas.com/read/2025/06/05/18545861/jaksa-agung-st-burhanuddin-bantah-isu-mundur,kompas,5 Juni 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],194,0
103,"Polda Metro Lakukan Rekayasa Arus Balik dari Cikampek, Prioritaskan untuk Pemudik",https://megapolitan.kompas.com/read/2025/04/05/20134691/polda-metro-lakukan-rekayasa-arus-balik-dari-cikampek-prioritaskan-untuk,kompas,5 April 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],305,0
104,"Anggaran Pakaian Dinas Anggota DPRD Jakarta Capai Rp 2,5 Miliar",https://megapolitan.kompas.com/read/2025/02/03/18052991/anggaran-pakaian-dinas-anggota-dprd-jakarta-capai-rp-25-miliar,kompas,3 Februari 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],231,0
105,"Konflik Memanas Bikin Thailand Tutup Perbatasan, Warga Kamboja Terjebak",https://news.detik.com/internasional/d-7980781/konflik-memanas-bikin-thailand-tutup-perbatasan-warga-kamboja-terjebak,detik,"Selasa, 24 Jun 2025 22:10 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],428,0
106,"3 Negara Asia Tolak Akui Negara Palestina, Salah Satunya Tetangga RI",https://www.tempo.co/internasional/3-negara-asia-tolak-akui-negara-palestina-salah-satunya-tetangga-ri--2072086,tempo,22 September 2025 | 11.35 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],420,0
107,Prabowo Mau Bertemu Forum Purnawirawan TNI yang Tuntut Gibran Dicopot dari Wapres,https://nasional.kompas.com/read/2025/05/05/19590031/prabowo-mau-bertemu-forum-purnawirawan-tni-yang-tuntut-gibran-dicopot-dari,kompas,5 Mei 2025,50,75,80,50,80,100,68,Perlu revisi,,,,[],292,0
108,Kementerian Perindustrian Sampaikan Penyebab Turunnya Indeks Kepercayaan Industri Maret 2025,https://www.tempo.co/ekonomi/kementerian-perindustrian-sampaikan-penyebab-turunnya-indeks-kepercayaan-industri-maret-2025-1224842,tempo,27 Maret 2025 | 12.07 WIB,50,75,80,50,80,95,67,Perlu revisi,,,,[],411,0
109,"Usai dari Kalimantan, Gibran Langsung Tonton Basket IBL di Solo",https://nasional.kompas.com/read/2025/08/23/15583231/usai-dari-kalimantan-gibran-langsung-tonton-basket-ibl-di-solo,kompas,23 Agustus 2025,50,60,80,50,80,100,65,Perlu revisi,,,,[],182,0
110,"Ular Kobra Berkeliaran di Rumah Warga Lebak, Damkar Evakuasi",https://news.detik.com/berita/d-8061606/ular-kobra-berkeliaran-di-rumah-warga-lebak-damkar-evakuasi,detik,"Kamis, 14 Agu 2025 21:08 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],145,0
111,4 Fakta Penganiayaan Brutal Berujung Maut Gitaris Radicta,https://news.detik.com/berita/d-8031919/4-fakta-penganiayaan-brutal-berujung-maut-gitaris-radicta,detik,"Minggu, 27 Jul 2025 20:15 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],454,0
112,Kemacetan Jakarta Disebut Jadi PR Besar Gubernur-Wagub Selanjutnya,https://megapolitan.kompas.com/read/2024/09/03/16480911/kemacetan-jakarta-disebut-jadi-pr-besar-gubernur-wagub-selanjutnya,kompas,3 September 2024,50,75,80,50,80,100,68,Perlu revisi,,,,[],249,0
113,Kronologi Satpam RS di Bekasi Dianiaya Pihak Pasien hingga Kejang-Muntah Darah,https://news.detik.com/berita/d-7854886/kronologi-satpam-rs-di-bekasi-dianiaya-pihak-pasien-hingga-kejang-muntah-darah,detik,"Jumat, 04 Apr 2025 20:27 WIB",50,75,80,50,80,100,68,Perlu revisi,,,,[],365,0
